course title,course url,course description,Ratings,reviews,duration,Lectures,course level,instructors
Big Data Analytics con Python e Spark 2.4: il Corso Completo,https://www.udemy.com/course/big-data-analytics-con-python-e-spark/,Impara ad analizzare e processare i Big Data con Python e Spark ( PySpark ),Rating: 4.1 out of 5,188 reviews,12 total hours,142 lectures,All Levels,"Giuseppe Gullo, Profession AI"
Do Zero a Engenheiro de Dados - Azure,https://www.udemy.com/course/zeroaengenheirodedados/,Formação engenharia de dados Azure e Big Data - na prática! Totalmente voltada para a empregabilidade.,Rating: 4.6 out of 5,185 reviews,7.5 total hours,32 lectures,Beginner,Carlos Araujo Viana
"Machine Learning ""no-code"": Aprenda de Forma Simples!",https://www.udemy.com/course/machine-learning-e-deep-learning/,Aprenda estas técnicas de Inteligência Artificial sem precisar conhecimento prévio ou saber programação!,Rating: 4.4 out of 5,184 reviews,4.5 total hours,38 lectures,All Levels,Fernando Amaral
Bot de inversion para Criptomonedas con Python,https://www.udemy.com/course/bot-de-inversion-para-criptomonedas-con-python/,Automatiza tus Inversiones en Criptomonedas.API Binance. Backtesting.,Rating: 3.9 out of 5,183 reviews,9.5 total hours,69 lectures,All Levels,"Giovanni Bonaventura, Kevin Meneses González"
Machine Learning con Arduino y Tensorflow 2.0 Keras,https://www.udemy.com/course/redes-neuronales-artificiales-con-arduino/,"Keras, Redes neuronales artificiales, Aprendizaje Automático, Aplicaciones de redes neuronales, Python",Rating: 4.4 out of 5,182 reviews,11.5 total hours,118 lectures,Intermediate,Roboticoss | Edison Sásig
今からでも基礎から学べるPythonによる自然言語処理（NLP）：現役データサイエンティストが教える「日本語」文書分類,https://www.udemy.com/course/pythonnlp/,自然言語処理領域の中でも難易度が高いとされている「日本語」と題材に、データ収集や文書の分割などの前処理を経て、形態素分析による文書分類を行います。分析に最低限必要なPythonや数学、ニューラルネットワークの基礎もノンストップで学べます。,Rating: 4.3 out of 5,183 reviews,9.5 total hours,96 lectures,Beginner,Tomone Hata
Machine Learning in R: Curso Completo de Regressão Linear,https://www.udemy.com/course/regressaolinearnor/,Domine o Modelo Preditivo mais usado nas empresas e pesquisas,Rating: 4.6 out of 5,182 reviews,8.5 total hours,61 lectures,All Levels,Isaías Lira
AIエンジニアが教えるRとtidyverseによるデータの前処理講座,https://www.udemy.com/course/r-tidyverse-preprocess/,データ分析プロジェクトで避けては通れないデータの前処理の効率的なやり方を現役ＡＩエンジニアの立場からわかりやすく説明します．このコースを受講することにより，データの前処理のほぼすべて（80%程度）に対応することができます．,Rating: 4.3 out of 5,180 reviews,15 total hours,136 lectures,All Levels,shun .
Deep Learning: Generative Neural Networks mit Python [2022],https://www.udemy.com/course/deep-learning-und-ai-generative-neural-networks-mit-python/,"Kreiere Neuronale  Netze, die Kunstwerke und Bilder erschaffen können, welche täuschend echt aussehen. Mit TensorFlow 2.",Rating: 4.1 out of 5,177 reviews,7 total hours,78 lectures,All Levels,Jan Schaffranek
Lógica de Programação para Data Science e AI com Python,https://www.udemy.com/course/logica-programacao-data-science-python/,O curso para iniciar em Ciência de Dados e Inteligência Artificial com exemplos práticos em Python,Rating: 4.8 out of 5,175 reviews,5.5 total hours,57 lectures,Beginner,Fernando Amaral
Machine learning y data science con scikit-learn y pyspark,https://www.udemy.com/course/machine-learning-y-data-science-con-scikit-learn-y-pyspark/,Aprende las principales técnicas de machine learning y ciencia de datos para aplicarlas en proyectos con python,Rating: 3.5 out of 5,174 reviews,16 total hours,84 lectures,Intermediate,José Manuel Ortega
Data Science Untuk Pemula dengan Python,https://www.udemy.com/course/bisaai-datascience/,Data Science Untuk Pemula dengan Python,Rating: 4.2 out of 5,172 reviews,5 total hours,27 lectures,Beginner,BISA AI Academy
Inteligência Artificial e Machine Learning com JavaScript,https://www.udemy.com/course/inteligencia-artificial-e-machine-learning-com-javascript/,Curso voltado para desenvolvedores,Rating: 4.3 out of 5,172 reviews,25 total hours,158 lectures,All Levels,Ben-Hur Varriano
Machine Learning con Python para Trading,https://www.udemy.com/course/machine-learning-con-python-para-trading/,"Análisis de los mercados Financieros, Técnicas de Inteligencia Artificial aplicadas a la Bolsa. Análisis de sentimiento",Rating: 3.4 out of 5,170 reviews,11.5 total hours,88 lectures,All Levels,"Giovanni Bonaventura, Kevin Meneses González"
Aprenda Machine Learning em Python com Scikit-learn,https://www.udemy.com/course/aprenda-machine-learning-em-python-com-scikit-learn/,Dê os primeiros passos na área da Inteligência Artificial com Machine Learning em Python 3 e Scikit-Learn.,Rating: 4.6 out of 5,168 reviews,6 total hours,37 lectures,Beginner,Ivan Lourenço Gomes
Python ile Yapay Zeka Projeleri | Machine & Deep Learning,https://www.udemy.com/course/python-ile-makine-ogrenimi/,Python ile Makine Öğrenmesi ve Derin Öğrenme Projeleri Yaparak Yapay Zeka Konularında Uzmanlaşın - 2022,Rating: 4.4 out of 5,167 reviews,14 total hours,91 lectures,All Levels,Yazılım Teknolojileri Akademisi
Algoritmos Genéticos em Java,https://www.udemy.com/course/algoritmos-geneticos-em-java/,Construa passo a passo um algoritmo de Inteligência Artificial aplicado no cenário de transporte de produtos!,Rating: 4.6 out of 5,166 reviews,5.5 total hours,33 lectures,Beginner,"Jones Granatyr, Edson Pacholok, IA Expert Academy"
아빠가 들려주는 [데이터 수집과 정리의 기본],https://www.udemy.com/course/data_basic/,"반드시 알야야 하는, 그러나 상당수가 모르는 내용",Rating: 4.7 out of 5,166 reviews,34 total mins,6 lectures,Beginner,김지형 M.D.
ディープラーニング：SONYニューラルネットワークコンソール（NNC)による深層学習入門,https://www.udemy.com/course/sony-nnc/,人工知能の勉強を始めるのなら、まずはここから。挫折経験者・文系でも大丈夫！マウス操作で入門者から機械学習・ Deep Learning（CNN・RNN）エンジニア・データサイエンティストの業務効率アップまで使える最強ツール,Rating: 3.9 out of 5,163 reviews,10 total hours,103 lectures,Beginner,亀田 健司
Pythonによる機械学習実践演習~線形回帰からCNNやRNNなどの最新DeepLearningアルゴリズムまで~,https://www.udemy.com/course/python-v/,本コースは、機械学習を用いたデータ分析のコースです。機械学習をする前の基本的な統計処理から、最近流行りのディープラーニングまで学ぶことができます。Jupyter notebookを用いて、手を動かしながら解説していきます。,Rating: 2.9 out of 5,162 reviews,5.5 total hours,55 lectures,Intermediate,Haya Ken
Power BI com DAX,https://www.udemy.com/course/power-bi-com-dax/,Aprenda utilizar o DAX para desenvolver análises avançadas no Power BI,Rating: 4.5 out of 5,162 reviews,6.5 total hours,51 lectures,All Levels,Bruce Fonseca
ゼロからはじめるR言語での可視化とPython言語での可視化,https://www.udemy.com/course/r-data-visualization/,R言語とPython言語のデータ可視化の初歩,Rating: 3.8 out of 5,160 reviews,19 total hours,84 lectures,Beginner,鈴木 瑞人
Reconhecimento de Textos com OCR e Python,https://www.udemy.com/course/reconhecimento-de-textos-com-ocr-e-python/,"OpenCV, Tesseract, EasyOCR e EAST aplicado em imagens e vídeos! Crie seu próprio OCR do zero com Deep Learning!",Rating: 4.9 out of 5,160 reviews,13.5 total hours,101 lectures,All Levels,"Jones Granatyr, Gabriel Alves, IA Expert Academy"
Python Temelleri ve Python ile Görüntü İşleme (OpenCV),https://www.udemy.com/course/python-goruntu-isleme/,"Python, Görüntü İşleme, Makine Öğrenmesi ve Arduino Öğren.",Rating: 4.7 out of 5,160 reviews,16.5 total hours,182 lectures,All Levels,Yılmaz Alaca
Makine Mühendisleri için Derin Öğrenme,https://www.udemy.com/course/makine-muhendisleri-icin-derin-ogrenme/,Makine mühendisleri için veri toplama ve veriyi anlamlı hale getirmenin yanında verilerden derin öğrenme yapacağız,Rating: 4.9 out of 5,158 reviews,2.5 total hours,25 lectures,Beginner,"Ahmet Okudan, Raven Academy"
Data Science et Machine Learning | MasterClass Python,https://www.udemy.com/course/data-science-et-machine-learning-masterclass-python/,"Apprenez la Data Science et le Machine Learning avec Python ! (NumPy, Pandas, Matplotlib, Scikit-Learn et bien plus...)",Rating: 4.7 out of 5,154 reviews,39 total hours,157 lectures,All Levels,"Jose Portilla, Rod | Python - SQL - Data Science - Machine Learning - Deep Learning, MonCoachData | Data Science - Machine Learning - Deep Learning - Python / SQL"
Spark und Python für Big Data und Data Science mit PySpark,https://www.udemy.com/course/spark-und-python-fur-big-data-mit-pyspark/,Lerne Apache Spark 2.3 mit Python einzusetzen (mit Machine Learning und Streaming),Rating: 3.5 out of 5,154 reviews,13 total hours,95 lectures,Beginner,"Prof. Dr. René Brunner, Datamics GmbH"
Curso Google BigQuery em Português (Engenharia de Dados),https://www.udemy.com/course/google-bigquery-engenharia-de-dados-em-portugues/,Engenharia de Dados com o Google BigQuery em Português de maneira simples.,Rating: 4.4 out of 5,154 reviews,5 total hours,33 lectures,All Levels,Fernando Costa Santos
Visão Computacional: O Guia Completo,https://www.udemy.com/course/visao-computacional-o-guia-completo/,Aprenda tudo o que você precisa saber sobre Visão Computacional! Construa projetos passo a passo com o Python!,Rating: 4.9 out of 5,153 reviews,24.5 total hours,223 lectures,All Levels,"Jones Granatyr, Gabriel Alves, IA Expert Academy"
Machine Learning Bootcamp w języku Python cz.I - od A do Z,https://www.udemy.com/course/machine-learning-bootcamp-w-jezyku-python/,Uczenie Maszynowe - Wejdź w świat uczenia nadzorowanego i wykorzystaj przewagę uczenia maszynowego na rynku!,Rating: 4.7 out of 5,153 reviews,11 total hours,82 lectures,Beginner,Paweł Krakowiak
Парсинг сайтов PYTHON,https://www.udemy.com/course/python-parsing/,Продвинутый парсинг сайтов на Python используя HTTP запросы и другие модули,Rating: 4.3 out of 5,151 reviews,1 total hour,10 lectures,All Levels,Никита Хохлов
"Data Science: Correlação no R, do zero ao avançado em 5h",https://www.udemy.com/course/correlacaoemr/,Correlação. Pearson. Spearman. Data Science. Data Analysis. Big Date. Data Mining. Processamento de dados estatísticos.,Rating: 4.8 out of 5,150 reviews,4 total hours,43 lectures,All Levels,Isaías Lira
Inteligência Artificial aplicada para Empresas e Negócios,https://www.udemy.com/course/inteligencia-artificial-empresas-negocios/,Resolva problemas de negócios do mundo real utilizando aprendizagem por reforço,Rating: 4.6 out of 5,148 reviews,11 total hours,118 lectures,Intermediate,"Jones Granatyr, Ligency I Team, IA Expert Academy"
Processamento de Linguagem Natural com Deep Learning,https://www.udemy.com/course/processamento-linguagem-natural-deep-learning-python/,Crie um tradutor de idiomas e um classificador de sentimento com Transformer e Redes Convolucionais no TensorFlow 2.0,Rating: 4.8 out of 5,146 reviews,10 total hours,62 lectures,Intermediate,"Jones Granatyr, Martin Jocqueviel, Ligency I Team, IA Expert Academy"
Creación de Reportes Visuales con RMarkdown,https://www.udemy.com/course/creacion-de-reportes-visuales-con-rmarkdown/,Genera tus informes en diferentes formatos desde RStudio utilizando el paquete RMarkdown,Rating: 4.8 out of 5,146 reviews,6 total hours,55 lectures,All Levels,IT PhD Rocio del Carmen Chávez Álvarez
Deep Learning A-Z™：人工神经网络实践,https://www.udemy.com/course/deep-learning-chinese/,跟着两位机器学习与数据科学专家，学习用Python创建深度学习算法。包含模板。(英文原音),Rating: 4.4 out of 5,145 reviews,22.5 total hours,181 lectures,All Levels,"Kirill Eremenko, Hadelin de Ponteves, Ligency I Team"
Python. Gráficos interactivos con Plotly y Dash en Python,https://www.udemy.com/course/plotly-dash-graficos-interactivos/,Plotly y Dash. Aprende a visualizar tus datos con gráficos interactivos mediante las librerías plotly y dash en Python.,Rating: 4.4 out of 5,144 reviews,3 total hours,34 lectures,All Levels,Redait Media
C++ ile Görüntü İşleme  (OpenCV),https://www.udemy.com/course/goruntu-isleme/,"Görüntü İşlemenin Temellerinden, Görüntüleri Anlamlandırma Yolunda...",Rating: 5.0 out of 5,143 reviews,9.5 total hours,114 lectures,Intermediate,Yılmaz Alaca
AIによる画像生成を学ぼう！【VAE / GAN】 -Google ColabとPyTorchで基礎から学ぶ生成モデル-,https://www.udemy.com/course/image_generation/,近年大きな注目を集めているディープラーニング関連技術、VAE、GANを基礎から学ぶコースです。これらの生成モデルにより、人工知能は画像などを生成可能です。VAEおよびGANの概要、原理、PyTorchによる実装をシームレスに学びましょう。,Rating: 4.3 out of 5,143 reviews,6 total hours,41 lectures,Beginner,我妻 幸長 Yukinaga Azuma
成為初級資料分析師 | R 程式設計與資料科學應用 | R for Data Science,https://www.udemy.com/course/r-essentials/,以成為初級資料分析師（Junior Data Analyst）為最終目標的 R 程式設計與資料科學應用課程,Rating: 4.7 out of 5,143 reviews,16.5 total hours,104 lectures,Beginner,Yao-Jen Kuo
Makine Öğrenmesi (Machine Learning),https://www.udemy.com/course/makine-ogrenmesi-egitimi/,"Teori ve Pratiği birleştirip Makine Öğrenmesi Uzmanı olun. Matematik temelini öğrenin, Python ile gerçek uygulama yapın.",Rating: 4.6 out of 5,140 reviews,19.5 total hours,110 lectures,All Levels,Musa Arda
Wprowadzenie do sieci neuronowych - Tensorflow 2.0 + Keras,https://www.udemy.com/course/wprowadzenie-tensorflow-keras/,Naucz się budować sieci neuronowe w języku Python wykorzystując najnowocześniejsze rozwiązania!,Rating: 4.7 out of 5,140 reviews,8.5 total hours,73 lectures,Intermediate,Paweł Krakowiak
